id;cod_sucursal;num_apolce;cod_cobertura;dat_inicio_vigencia_apolice;dat_fim_vigencia_apolice;dat_inicio_vigencia_documento;dat_fim_vigencia_documento;num_cep;complemento_cep;cod_tipo_seguro;des_tipo_seguro;cod_congenere;cod_modalidade;des_modalidade;cod_grau_risco;des_grau_risco;flg_condominio_horizontal;vlr_maximo_lmi;vlr_score_serasa;qtdsin;ind_vert1;uf;ibgregmac;ibgregmso;ibgregmic;rndpcap_str;indvert_str;densidemo_mun;qtdemp_mun;indvlr;tmpapl;exp;lmiexp;apltratada;cobdes;FAIXA_SCORE_SERASA;BASAL;PARSEV;par_tpseg;par_mdl;par_restip;par_regmso;par_regmic;par_regmac;par_indvert_str;par_uf;par_renda_alta;par_no_arvore;par_chorizontal;par_coef_X_qtdemp_mun;par_ind_vert1;par_ultimo_ano_modelagem;premio_estimado;lmi_exc;premio_exc;premio_estimado_reset;premio_seguranca
270;51;127;2;54;59;54;61;9810;390;1;0;-1;1;0;2.0;0;-3;5000.0;679;;0.0814;9;3;3810;381007;1308.61;0.2394;1993.3407;27397;;730;0.163013699;815.0684932;51127;0;2;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.6866;0;-0.015736837;0;0;0;0;0;11.83000099;0
275;51;128;2;54;59;60;66;4144;20;1;0;-1;1;0;;2;2;5000.0;453;;0.8303;9;3;3810;381007;2462.51;0.2825;7782.7236;565893;;730;0.163013699;815.0684932;51128;0;1;6.8481;-3.675124402;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;30.43297302;0
280;51;129;2;54;59;54;66;22030;30;1;0;-1;1;0;2.0;0;-3;5000.0;656;;0.9903;5;3;3301;330101;3680.56;0.3762;5104.9533;192065;;730;0.163013699;815.0684932;51129;0;2;6.8481;-3.675124402;0.0;0.0;0.0;-0.7255;0;0;0;0;0;-0.7106;0;-0.110322136;0;0;0;0;0;5.086314302;0
285;51;137;2;60;65;60;72;4560;0;1;0;-1;1;0;2.0;0;-3;5000.0;922;;0.2479;9;3;3810;381007;4415.08;0.2825;7782.7236;565893;;730;0.165753425;828.7671233;51137;0;7;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
290;51;139;2;60;65;60;72;9291;210;1;0;-1;1;0;2.0;0;-3;7000.0;916;;0.193;9;3;3810;381007;2232.75;0.1776;4038.887;25376;;730;0.165753425;1160.273973;51139;0;7;6.8481;-3.322260125;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.6866;0;-0.014575974;0;0;0;0;0;16.85527898;0
296;51;143;2;63;69;10;76;8717;650;1;0;-1;1;0;;2;1;5000.0;-1;;0.0332;9;3;3810;381004;981.57;0.1444;577.4158;11789;;730;0.167123288;835.6164384;51143;0;0;6.8481;-3.675124402;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.2698;0;-0.006771602;0;0;0;0;0;49.93908671;0
302;51;150;2;0;0;0;0;1423;1;1;0;-1;1;0;2.0;0;-3;20000.0;61;;0.9324;9;3;3810;381007;4371.0;0.2825;7782.7236;565893;;1096;0.333941606;6678.832117;51150;0;0;6.8481;-2.42467786;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;29.59996564;0
308;51;155;2;63;69;63;76;1331;1;1;0;-1;1;0;2.0;0;-3;5000.0;724;;0.9266;9;3;3810;381007;4476.65;0.2825;7782.7236;565893;;730;0.167123288;835.6164384;51155;0;3;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
313;51;157;2;8;8;7;10;21051;120;1;0;-1;1;0;2.0;0;-3;8000.0;787;;0.8554;5;3;3301;330101;1172.99;0.3762;5104.9533;192065;;730;0.17260274;1380.821918;51157;0;3;6.8481;-3.191802787;0.0;0.0;0.0;-0.7255;0;0;0;0;0;-0.7106;0;-0.110322136;0;0;0;0;0;8.247210956;0
316;51;158;2;8;8;7;10;2710;70;1;0;-1;1;0;1.0;1;2;5000.0;910;;-3.0;9;3;3810;381007;947.85;0.2825;7782.7236;565893;;730;0.17260274;863.0136986;51158;0;6;6.8481;-3.675124402;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;30.43297302;0
321;51;162;2;8;8;41;10;17800;0;1;0;-1;1;0;1.0;1;2;1499.74;594;;0.0212;9;3;3812;381201;-3.0;0.0212;84.7687;1907;;730;0.17260274;258.8592329;51162;0;2;6.8481;-5.274220145;0.0;0.0;1.0144;0.8598;0;0;0;0;0;0.0;0;-0.001095381;0;0;0;0;0;31.40554514;0
